airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
UA,United Airlines,SIN,Singapore,AKL,Auckland,SIN-AKL,1,B787-9,290,1191.94
SV,Saudia,JED,Jeddah,FRA,Frankfurt,JED-FRA,1,A350-900,315,904.56
AV,Avianca,AKL,Auckland,ADD,Addis Ababa,AKL-ADD,1,B777-300ER,360,926.11
EK,Emirates,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,1075.71
AF,Air France,ORY,Paris,YUL,Montreal,ORY-YUL,0,B777-300ER,360,877.67
BR,EVA Air,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B787-9,290,1227.22
KL,KLM,SCL,Santiago,AMS,Amsterdam,SCL-AMS,1,B777-300ER,360,686.26
CX,Cathay Pacific,HKG,Hong Kong,HND,Tokyo,HKG-HND,0,B737-800,189,184.26
AI,Air India,DEL,Delhi,LHR,London,DEL-LHR,0,A380-800,489,1222.9
AF,Air France,BNE,Brisbane,HKG,Hong Kong,BNE-HKG,1,B787-9,290,787.44
TK,Turkish Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,937.56
EY,Etihad Airways,AUH,Abu Dhabi,GIG,Rio de Janeiro,AUH-GIG,0,B787-8,242,369.98
AZ,ITA Airways,AUH,Abu Dhabi,LIN,Milan,AUH-LIN,1,A350-900,315,818.99
U2,easyJet,LHR,London,SIN,Singapore,LHR-SIN,0,A380-800,489,1601.4
BR,EVA Air,TPE,Taipei,NBO,Nairobi,TPE-NBO,0,B787-9,290,712.43
AI,Air India,DXB,Dubai,BOM,Mumbai,DXB-BOM,1,B787-9,290,1395.59
AF,Air France,GRU,Sao Paulo,IST,Istanbul,GRU-IST,1,A350-900,315,822.42
LH,Lufthansa,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-900,315,1229.59
NZ,Air New Zealand,ATL,Atlanta,AKL,Auckland,ATL-AKL,1,A350-900,315,616.47
DL,Delta Air Lines,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A380-800,489,1172.73
TK,Turkish Airlines,IST,Istanbul,DEL,Delhi,IST-DEL,0,A380-800,489,1653.35
NH,ANA,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A380-800,489,793.64
AF,Air France,ORY,Paris,CDG,Paris,ORY-CDG,1,A220-300,145,221.77
LH,Lufthansa,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,822.48
IB,Iberia,MAD,Madrid,SCL,Santiago,MAD-SCL,0,A350-900,315,840.12
BR,EVA Air,CAI,Cairo,LGW,London,CAI-LGW,1,A380-800,489,806.85
QR,Qatar Airways,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B787-9,290,1225.32
AF,Air France,CDG,Paris,DTW,Detroit,CDG-DTW,0,A380-800,489,971.73
AC,Air Canada,FCO,Rome,YUL,Montreal,FCO-YUL,1,B787-9,290,1257.76
LA,LATAM Airlines,GRU,Sao Paulo,ADD,Addis Ababa,GRU-ADD,0,A321XLR,200,701.64
JL,Japan Airlines,JFK,New York,LHR,London,JFK-LHR,0,B787-9,290,808.36
AC,Air Canada,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A350-900,315,1322.08
EY,Etihad Airways,HND,Tokyo,AUH,Abu Dhabi,HND-AUH,1,B777-300ER,360,1677.29
NZ,Air New Zealand,DOH,Doha,LHR,London,DOH-LHR,0,A350-900,315,1544.58
KL,KLM,STN,London,AMS,Amsterdam,STN-AMS,1,A320,180,124.55
JL,Japan Airlines,NRT,Tokyo,KUL,Kuala Lumpur,NRT-KUL,0,A220-300,145,209.81
SV,Saudia,LHR,London,JFK,New York,LHR-JFK,0,A350-900,315,960.61
UA,United Airlines,DXB,Dubai,JFK,New York,DXB-JFK,0,A380-800,489,1008.79
TK,Turkish Airlines,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A350-900,315,1434.02
AZ,ITA Airways,LIN,Milan,JNB,Johannesburg,LIN-JNB,0,A380-800,489,1291.2
AC,Air Canada,BOG,Bogota,GIG,Rio de Janeiro,BOG-GIG,1,A220-300,145,182.06
AV,Avianca,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A350-900,315,906.39
LH,Lufthansa,MUC,Munich,LIN,Milan,MUC-LIN,1,A220-300,145,88.13
BA,British Airways,LGW,London,GRU,Sao Paulo,LGW-GRU,1,A350-900,315,1115.91
FR,Ryanair,CAI,Cairo,BGY,Milan,CAI-BGY,1,B777-300ER,360,1055.97
EK,Emirates,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,A380-800,489,865.64
SV,Saudia,RUH,Riyadh,AKL,Auckland,RUH-AKL,0,A350-900,315,1088.67
SV,Saudia,RUH,Riyadh,NBO,Nairobi,RUH-NBO,1,B787-8,242,347.18
AA,American Airlines,DOH,Doha,LHR,London,DOH-LHR,0,B787-9,290,1282.81
KL,KLM,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B787-9,290,950.13
AF,Air France,DFW,Dallas,ZRH,Zurich,DFW-ZRH,1,A380-800,489,825.64
NZ,Air New Zealand,MIA,Miami,AKL,Auckland,MIA-AKL,1,A380-800,489,841.22
AC,Air Canada,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,1632.76
AV,Avianca,BOG,Bogota,LGW,London,BOG-LGW,0,B777-300ER,360,1143.46
AI,Air India,BOM,Mumbai,CDG,Paris,BOM-CDG,0,A380-800,489,765.72
UA,United Airlines,LHR,London,JFK,New York,LHR-JFK,0,B777-300ER,360,1096.8
NH,ANA,NRT,Tokyo,LGW,London,NRT-LGW,0,A350-900,315,1651.41
EK,Emirates,DXB,Dubai,MAD,Madrid,DXB-MAD,1,A350-900,315,1527.32
UA,United Airlines,LAX,Los Angeles,CPT,Cape Town,LAX-CPT,1,A350-900,315,777.88
CX,Cathay Pacific,ADD,Addis Ababa,BNE,Brisbane,ADD-BNE,1,A380-800,489,675.79
LH,Lufthansa,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A350-900,315,1305.26
AV,Avianca,CDG,Paris,YUL,Montreal,CDG-YUL,0,B787-9,290,1467.94
BR,EVA Air,TPE,Taipei,STN,London,TPE-STN,0,A350-900,315,1516.87
UA,United Airlines,LAX,Los Angeles,VIE,Vienna,LAX-VIE,0,B777-300ER,360,1209.51
BA,British Airways,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B787-9,290,708.03
EK,Emirates,DXB,Dubai,BNE,Brisbane,DXB-BNE,1,A350-900,315,1071.35
EY,Etihad Airways,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,618.22
AZ,ITA Airways,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A380-800,489,1590.63
IB,Iberia,MAD,Madrid,BNE,Brisbane,MAD-BNE,0,A380-800,489,1195.23
QR,Qatar Airways,LHR,London,LAX,Los Angeles,LHR-LAX,0,A350-900,315,696.09
KE,Korean Air,ICN,Seoul,MEL,Melbourne,ICN-MEL,0,A350-900,315,1411.5
QF,Qantas,SYD,Sydney,LGW,London,SYD-LGW,1,B777-300ER,360,1443.13
QF,Qantas,KUL,Kuala Lumpur,MEX,Mexico City,KUL-MEX,1,A380-800,489,871.28
EY,Etihad Airways,CDG,Paris,AUH,Abu Dhabi,CDG-AUH,1,A380-800,489,583.55
UA,United Airlines,LAX,Los Angeles,MEX,Mexico City,LAX-MEX,0,A220-300,145,227.32
IB,Iberia,LHR,London,LAX,Los Angeles,LHR-LAX,0,A380-800,489,1788.88
IB,Iberia,MAD,Madrid,DFW,Dallas,MAD-DFW,0,A380-800,489,1515.74
AI,Air India,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B777-300ER,360,607.96
QR,Qatar Airways,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-9,290,1593.66
KL,KLM,DOH,Doha,LHR,London,DOH-LHR,0,A380-800,489,1633.79
AV,Avianca,BOG,Bogota,SCL,Santiago,BOG-SCL,1,B737-800,189,104.52
BR,EVA Air,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A350-900,315,1051.93
UA,United Airlines,CPT,Cape Town,GVA,Geneva,CPT-GVA,1,A380-800,489,614.24
EK,Emirates,JFK,New York,LHR,London,JFK-LHR,0,A380-800,489,993.77
NZ,Air New Zealand,JFK,New York,AMS,Amsterdam,JFK-AMS,0,B777-300ER,360,1071.84
AC,Air Canada,YYZ,Toronto,DEL,Delhi,YYZ-DEL,0,B787-9,290,1529.79
EY,Etihad Airways,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A350-900,315,882.56
NH,ANA,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A350-900,315,1445.32
AA,American Airlines,CLT,Charlotte,MEL,Melbourne,CLT-MEL,0,A380-800,489,660.21
EY,Etihad Airways,LHR,London,DOH,Doha,LHR-DOH,0,B787-9,290,1221.03
UA,United Airlines,ORD,Chicago,DEL,Delhi,ORD-DEL,0,B787-9,290,623.58
DL,Delta Air Lines,DTW,Detroit,BGY,Milan,DTW-BGY,0,A380-800,489,1231.73
LX,SWISS,ZRH,Zurich,LHR,London,ZRH-LHR,0,B737-800,189,153.4
UA,United Airlines,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,B787-9,290,1639.89
LX,SWISS,ZRH,Zurich,BNE,Brisbane,ZRH-BNE,1,B787-9,290,1375.92
NZ,Air New Zealand,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B787-9,290,953.17
IB,Iberia,SCL,Santiago,MAD,Madrid,SCL-MAD,1,B787-9,290,811.02
QR,Qatar Airways,LHR,London,DOH,Doha,LHR-DOH,0,B777-300ER,360,1333.0
U2,easyJet,CDG,Paris,YUL,Montreal,CDG-YUL,0,B787-9,290,1011.17
IB,Iberia,SIN,Singapore,SYD,Sydney,SIN-SYD,0,A380-800,489,1268.42
KL,KLM,AMS,Amsterdam,NRT,Tokyo,AMS-NRT,1,A350-900,315,1318.03
KL,KLM,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B777-300ER,360,837.7
AV,Avianca,BOG,Bogota,DXB,Dubai,BOG-DXB,0,A321XLR,200,490.69
AA,American Airlines,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B787-9,290,1182.82
QR,Qatar Airways,DOH,Doha,HND,Tokyo,DOH-HND,0,A380-800,489,1327.45
SQ,Singapore Airlines,ZRH,Zurich,DTW,Detroit,ZRH-DTW,1,A350-900,315,724.53
AA,American Airlines,ORD,Chicago,DFW,Dallas,ORD-DFW,0,A220-300,145,185.48
BR,EVA Air,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A380-800,489,1299.15
FR,Ryanair,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,B787-9,290,1325.75
SV,Saudia,JED,Jeddah,BNE,Brisbane,JED-BNE,1,B777-300ER,360,743.82
AZ,ITA Airways,FCO,Rome,SLC,Salt Lake City,FCO-SLC,0,B777-300ER,360,1710.92
LX,SWISS,LHR,London,YVR,Vancouver,LHR-YVR,0,A350-900,315,1084.42
SQ,Singapore Airlines,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B777-300ER,360,1066.38
AC,Air Canada,NBO,Nairobi,ATL,Atlanta,NBO-ATL,1,A380-800,489,1012.49
AF,Air France,CDG,Paris,LIN,Milan,CDG-LIN,0,A220-300,145,212.56
EY,Etihad Airways,NRT,Tokyo,MSP,Minneapolis,NRT-MSP,1,A380-800,489,1580.24
AC,Air Canada,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,1469.8
AF,Air France,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B777-300ER,360,1547.94
SQ,Singapore Airlines,SIN,Singapore,JED,Jeddah,SIN-JED,0,B777-300ER,360,663.96
AF,Air France,CDG,Paris,IST,Istanbul,CDG-IST,1,A321,220,144.96
LH,Lufthansa,BGY,Milan,FRA,Frankfurt,BGY-FRA,1,A220-300,145,89.25
EY,Etihad Airways,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A350-900,315,665.78
FR,Ryanair,AMS,Amsterdam,DUB,Dublin,AMS-DUB,1,B737-800,189,255.68
UA,United Airlines,EWR,Newark,MIA,Miami,EWR-MIA,0,B737-800,189,164.0
LA,LATAM Airlines,CLT,Charlotte,ICN,Seoul,CLT-ICN,1,A350-900,315,565.63
AZ,ITA Airways,LIN,Milan,ADD,Addis Ababa,LIN-ADD,0,B787-9,290,1382.61
SQ,Singapore Airlines,JFK,New York,SIN,Singapore,JFK-SIN,1,B777-300ER,360,562.29
LX,SWISS,ZRH,Zurich,EWR,Newark,ZRH-EWR,0,B777-300ER,360,1384.86
AV,Avianca,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A350-900,315,808.01
CX,Cathay Pacific,ZRH,Zurich,DUB,Dublin,ZRH-DUB,1,B737-800,189,160.22
AZ,ITA Airways,FCO,Rome,MXP,Milan,FCO-MXP,1,A220-300,145,208.32
AF,Air France,CDG,Paris,SYD,Sydney,CDG-SYD,0,A350-900,315,1533.25
BA,British Airways,LGW,London,DEN,Denver,LGW-DEN,0,B787-9,290,1087.66
JL,Japan Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,A380-800,489,1093.39
AF,Air France,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A380-800,489,1518.72
AC,Air Canada,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,890.15
AC,Air Canada,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A350-900,315,755.79
AI,Air India,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A380-800,489,1082.88
QR,Qatar Airways,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,B777-300ER,360,1183.81
AZ,ITA Airways,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B787-9,290,956.33
DL,Delta Air Lines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A350-900,315,1379.81
AF,Air France,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B777-300ER,360,1158.09
TK,Turkish Airlines,BGY,Milan,IST,Istanbul,BGY-IST,1,A321,220,77.88
BA,British Airways,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A350-900,315,1676.08
LX,SWISS,GVA,Geneva,EWR,Newark,GVA-EWR,0,A350-900,315,1547.83
BA,British Airways,LAX,Los Angeles,LHR,London,LAX-LHR,0,A350-900,315,1630.19
NH,ANA,LHR,London,LAX,Los Angeles,LHR-LAX,0,B777-300ER,360,1079.26
EK,Emirates,DXB,Dubai,MXP,Milan,DXB-MXP,0,A380-800,489,646.02
LX,SWISS,GIG,Rio de Janeiro,GVA,Geneva,GIG-GVA,1,B787-9,290,779.76
AI,Air India,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,1739.51
CX,Cathay Pacific,MEX,Mexico City,JED,Jeddah,MEX-JED,1,B787-9,290,925.71
LX,SWISS,ZRH,Zurich,BNE,Brisbane,ZRH-BNE,0,A350-900,315,1771.27
QF,Qantas,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B787-9,290,1138.88
SV,Saudia,RUH,Riyadh,BNE,Brisbane,RUH-BNE,0,A350-900,315,1594.76
BA,British Airways,LGW,London,BCN,Barcelona,LGW-BCN,0,A220-300,145,286.5
SQ,Singapore Airlines,SIN,Singapore,MXP,Milan,SIN-MXP,0,B787-9,290,1555.83
JL,Japan Airlines,EWR,Newark,HND,Tokyo,EWR-HND,1,A380-800,489,1041.22
NH,ANA,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A350-900,315,1696.72
TK,Turkish Airlines,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,678.39
AZ,ITA Airways,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,A350-900,315,1363.58
TK,Turkish Airlines,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,1366.13
QR,Qatar Airways,YVR,Vancouver,LHR,London,YVR-LHR,0,B777-300ER,360,1361.45
SQ,Singapore Airlines,BNE,Brisbane,SIN,Singapore,BNE-SIN,1,A380-800,489,932.56
AI,Air India,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B787-9,290,673.87
AA,American Airlines,PHL,Philadelphia,BOG,Bogota,PHL-BOG,0,B777-300ER,360,1410.5
IB,Iberia,DXB,Dubai,LHR,London,DXB-LHR,0,A380-800,489,691.35
AC,Air Canada,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A350-900,315,1321.94
U2,easyJet,MXP,Milan,RUH,Riyadh,MXP-RUH,0,B777-300ER,360,1778.5
CX,Cathay Pacific,LHR,London,LAX,Los Angeles,LHR-LAX,0,B777-300ER,360,1590.66
IB,Iberia,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B777-300ER,360,1115.73
LA,LATAM Airlines,GRU,Sao Paulo,EWR,Newark,GRU-EWR,1,A380-800,489,1158.46
LX,SWISS,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B787-9,290,1748.82
TK,Turkish Airlines,MIA,Miami,IST,Istanbul,MIA-IST,1,B777-300ER,360,858.51
TK,Turkish Airlines,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B777-300ER,360,927.85
AF,Air France,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B787-9,290,622.15
AA,American Airlines,CLT,Charlotte,ORD,Chicago,CLT-ORD,0,A321,220,227.37
LX,SWISS,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B777-300ER,360,1021.59
LA,LATAM Airlines,SCL,Santiago,DEL,Delhi,SCL-DEL,0,A350-900,315,1394.25
AA,American Airlines,YYZ,Toronto,LHR,London,YYZ-LHR,0,A380-800,489,1538.71
JL,Japan Airlines,NRT,Tokyo,DUB,Dublin,NRT-DUB,1,B777-300ER,360,1187.47
TK,Turkish Airlines,DXB,Dubai,LHR,London,DXB-LHR,0,A350-900,315,978.71
AC,Air Canada,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B777-300ER,360,1516.59
NH,ANA,HND,Tokyo,CDG,Paris,HND-CDG,0,B777-300ER,360,753.25
AA,American Airlines,ORD,Chicago,DOH,Doha,ORD-DOH,1,B787-9,290,570.7
QF,Qantas,BNE,Brisbane,DEL,Delhi,BNE-DEL,0,A350-900,315,852.85
KL,KLM,AMS,Amsterdam,MEX,Mexico City,AMS-MEX,0,B777-300ER,360,1166.61
QR,Qatar Airways,DOH,Doha,MXP,Milan,DOH-MXP,0,A380-800,489,1010.72
AI,Air India,DEL,Delhi,GRU,Sao Paulo,DEL-GRU,0,A350-900,315,887.87
LH,Lufthansa,STN,London,VIE,Vienna,STN-VIE,1,B737-800,189,191.47
SV,Saudia,JFK,New York,LHR,London,JFK-LHR,0,A350-900,315,1672.33
AC,Air Canada,YUL,Montreal,CDG,Paris,YUL-CDG,0,B777-300ER,360,1015.43
JL,Japan Airlines,HND,Tokyo,LGW,London,HND-LGW,0,A380-800,489,961.84
CX,Cathay Pacific,GRU,Sao Paulo,PHL,Philadelphia,GRU-PHL,1,A380-800,489,1336.49
AF,Air France,YVR,Vancouver,GRU,Sao Paulo,YVR-GRU,1,A350-900,315,1211.1
FR,Ryanair,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1418.45
SQ,Singapore Airlines,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,B787-9,290,1024.19
QF,Qantas,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,824.17
NH,ANA,NRT,Tokyo,KUL,Kuala Lumpur,NRT-KUL,0,A320,180,229.35
BR,EVA Air,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,614.54
NH,ANA,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,1576.35
EK,Emirates,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,1430.19
SQ,Singapore Airlines,ZRH,Zurich,SIN,Singapore,ZRH-SIN,1,B787-9,290,909.14
AV,Avianca,EWR,Newark,BOG,Bogota,EWR-BOG,1,B777-300ER,360,1111.97
FR,Ryanair,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A350-900,315,1568.68
NH,ANA,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A380-800,489,993.85
CX,Cathay Pacific,HKG,Hong Kong,DTW,Detroit,HKG-DTW,0,B787-9,290,1009.68
EY,Etihad Airways,NBO,Nairobi,IST,Istanbul,NBO-IST,1,A350-900,315,1605.04
KE,Korean Air,IST,Istanbul,ICN,Seoul,IST-ICN,1,A380-800,489,561.21
LX,SWISS,GVA,Geneva,NRT,Tokyo,GVA-NRT,0,B777-300ER,360,1794.73
LA,LATAM Airlines,BKK,Bangkok,GRU,Sao Paulo,BKK-GRU,1,A350-900,315,905.1
U2,easyJet,SIN,Singapore,SYD,Sydney,SIN-SYD,0,B777-300ER,360,1362.54
TK,Turkish Airlines,ORD,Chicago,LHR,London,ORD-LHR,0,A380-800,489,1348.97
JL,Japan Airlines,NRT,Tokyo,LAX,Los Angeles,NRT-LAX,0,B787-9,290,1508.75
KE,Korean Air,ICN,Seoul,AKL,Auckland,ICN-AKL,0,A380-800,489,1417.36
QR,Qatar Airways,SYD,Sydney,SIN,Singapore,SYD-SIN,0,B787-9,290,1356.24
SV,Saudia,LIM,Lima,JED,Jeddah,LIM-JED,1,A330-300,277,293.89
AI,Air India,DEL,Delhi,SFO,San Francisco,DEL-SFO,0,A380-800,489,679.54
SV,Saudia,RUH,Riyadh,DEN,Denver,RUH-DEN,0,B787-9,290,1015.88
QF,Qantas,BNE,Brisbane,YUL,Montreal,BNE-YUL,0,A380-800,489,1786.38
AC,Air Canada,YYZ,Toronto,BOM,Mumbai,YYZ-BOM,1,B787-9,290,1361.08
UA,United Airlines,DOH,Doha,JFK,New York,DOH-JFK,0,A350-900,315,1483.81
IB,Iberia,CDG,Paris,YUL,Montreal,CDG-YUL,0,B787-9,290,814.17
DL,Delta Air Lines,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,B777-300ER,360,656.1
KL,KLM,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,A380-800,489,1059.82
NH,ANA,HND,Tokyo,MUC,Munich,HND-MUC,0,A380-800,489,1739.28
LA,LATAM Airlines,LIM,Lima,VIE,Vienna,LIM-VIE,1,A380-800,489,1178.25
AC,Air Canada,JFK,New York,AMS,Amsterdam,JFK-AMS,0,B787-9,290,756.84
NZ,Air New Zealand,AKL,Auckland,GRU,Sao Paulo,AKL-GRU,1,B777-300ER,360,1616.64
NZ,Air New Zealand,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B787-9,290,673.57
AZ,ITA Airways,LIN,Milan,BNE,Brisbane,LIN-BNE,0,A380-800,489,1689.46
EY,Etihad Airways,YYZ,Toronto,LHR,London,YYZ-LHR,0,A350-900,315,741.45
KL,KLM,BKK,Bangkok,AMS,Amsterdam,BKK-AMS,1,B787-9,290,585.92
EY,Etihad Airways,DFW,Dallas,JED,Jeddah,DFW-JED,1,A380-800,489,1060.64
BA,British Airways,LHR,London,LIN,Milan,LHR-LIN,1,A320,180,211.18
LX,SWISS,ZRH,Zurich,AKL,Auckland,ZRH-AKL,0,B777-300ER,360,1114.27
IB,Iberia,MAD,Madrid,KUL,Kuala Lumpur,MAD-KUL,0,B777-300ER,360,1507.61
DL,Delta Air Lines,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,1566.67
TK,Turkish Airlines,IST,Istanbul,ADD,Addis Ababa,IST-ADD,0,A350-900,315,1473.88
BR,EVA Air,ZRH,Zurich,TPE,Taipei,ZRH-TPE,1,B777-300ER,360,1683.99
NH,ANA,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,1459.35
QF,Qantas,DXB,Dubai,SYD,Sydney,DXB-SYD,0,A350-900,315,1235.1
AF,Air France,JFK,New York,DOH,Doha,JFK-DOH,0,A380-800,489,651.58
NZ,Air New Zealand,AKL,Auckland,KUL,Kuala Lumpur,AKL-KUL,0,B787-9,290,832.32
NH,ANA,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,A350-900,315,1253.48
QR,Qatar Airways,TPE,Taipei,DEN,Denver,TPE-DEN,1,B787-9,290,523.32
AC,Air Canada,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,1016.66
AZ,ITA Airways,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A380-800,489,707.23
FR,Ryanair,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A380-800,489,696.8
UA,United Airlines,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,A380-800,489,1783.45
AZ,ITA Airways,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A350-900,315,1018.75
EK,Emirates,MUC,Munich,DUB,Dublin,MUC-DUB,1,A321,220,89.43
DL,Delta Air Lines,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,A350-900,315,1252.9
IB,Iberia,MAD,Madrid,PHL,Philadelphia,MAD-PHL,1,B787-9,290,875.3
CX,Cathay Pacific,MIA,Miami,PHL,Philadelphia,MIA-PHL,1,A320,180,188.99
FR,Ryanair,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,B787-9,290,1202.54
AA,American Airlines,DFW,Dallas,LGW,London,DFW-LGW,0,B777-300ER,360,672.09
IB,Iberia,DOH,Doha,LHR,London,DOH-LHR,0,B777-300ER,360,1707.11
KL,KLM,FCO,Rome,LAX,Los Angeles,FCO-LAX,1,A350-900,315,654.53
JL,Japan Airlines,BNE,Brisbane,HND,Tokyo,BNE-HND,1,B787-9,290,690.93
BR,EVA Air,TPE,Taipei,CDG,Paris,TPE-CDG,1,A380-800,489,1697.44
DL,Delta Air Lines,LAX,Los Angeles,GIG,Rio de Janeiro,LAX-GIG,0,A350-900,315,1101.86
KE,Korean Air,DXB,Dubai,LHR,London,DXB-LHR,0,A350-900,315,687.23
DL,Delta Air Lines,HND,Tokyo,DTW,Detroit,HND-DTW,1,A380-800,489,1133.14
DL,Delta Air Lines,DTW,Detroit,BOM,Mumbai,DTW-BOM,0,A380-800,489,1597.76
U2,easyJet,MUC,Munich,DTW,Detroit,MUC-DTW,1,B787-9,290,941.19
KE,Korean Air,ICN,Seoul,ZRH,Zurich,ICN-ZRH,0,B777-300ER,360,829.72
TK,Turkish Airlines,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,A380-800,489,806.87
KE,Korean Air,ICN,Seoul,DTW,Detroit,ICN-DTW,0,A380-800,489,1299.53
UA,United Airlines,EWR,Newark,YUL,Montreal,EWR-YUL,0,A220-300,145,237.84
DL,Delta Air Lines,SIN,Singapore,LHR,London,SIN-LHR,0,B777-300ER,360,1062.9
LA,LATAM Airlines,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,1380.98
CX,Cathay Pacific,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,A380-800,489,918.05
EK,Emirates,SYD,Sydney,SIN,Singapore,SYD-SIN,0,B787-9,290,1375.78
IB,Iberia,MAD,Madrid,CLT,Charlotte,MAD-CLT,0,B787-9,290,1572.86
DL,Delta Air Lines,LAX,Los Angeles,ATL,Atlanta,LAX-ATL,0,B737-800,189,221.71
KL,KLM,EWR,Newark,STN,London,EWR-STN,1,A380-800,489,760.21
U2,easyJet,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B777-300ER,360,1004.15
LH,Lufthansa,VIE,Vienna,DEL,Delhi,VIE-DEL,0,A380-800,489,1366.36
BA,British Airways,LHR,London,SIN,Singapore,LHR-SIN,0,B777-300ER,360,875.93
LX,SWISS,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B777-300ER,360,1508.11
